GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,AbstractCategoryItemRendererTest,21,734,21,21,0,175,21,12,0,12
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,GradientBarPainterTest,0,146,0,0,0,32,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,BarRendererTest,6,573,4,4,0,140,4,10,0,10
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,BoxAndWhiskerRendererTest.new DefaultBoxAndWhiskerCategoryDataset() {...},2,8,0,0,1,3,1,2,1,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,ScatterRendererTest,12,360,7,7,5,82,7,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,BoxAndWhiskerRendererTest.new DefaultBoxAndWhiskerCategoryDataset() {...},2,8,0,0,1,3,1,2,1,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,AreaRendererTest,2,178,2,2,0,46,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,StackedAreaRendererTest,2,187,2,2,0,45,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,CategoryStepRendererTest,2,162,2,2,0,40,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,LevelRendererTest,9,274,6,6,2,70,6,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,IntervalBarRendererTest,5,345,2,2,2,57,2,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,WaterfallBarRendererTest,2,165,2,2,0,49,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,StatisticalLineAndShapeRendererTest,5,265,2,2,2,76,2,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.category,GanttRendererTest,2,164,2,2,0,45,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYSplineRendererTest,2,162,2,2,0,46,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,YIntervalRendererTest,2,535,2,2,0,122,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYBoxAndWhiskerRendererTest,7,249,4,4,2,62,4,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,AbstractXYItemRendererTest,11,266,11,11,0,67,11,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,StackedXYBarRendererTest,4,216,3,3,0,64,3,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,WindItemRendererTest,2,86,2,2,0,25,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,ClusteredXYBarRendererTest,3,426,3,3,0,66,3,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,StandardXYBarPainterTest,0,62,0,0,0,21,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYAreaRendererTest,7,492,3,3,2,119,3,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYBubbleRendererTest,2,465,2,2,0,66,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYStepAreaRendererTest,5,255,2,2,2,71,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,RendererXYPackageUtils,3,84,0,0,1,20,1,2,1,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYLineAndShapeRendererTest,3,580,3,3,0,153,3,10,0,10
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYBarRendererTest,10,892,6,6,0,184,6,12,0,12
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYBlockRendererTest,6,300,6,6,0,81,6,10,0,10
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYErrorRendererTest,4,269,4,4,0,69,4,10,0,10
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,VectorRendererTest,2,107,2,2,0,30,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYAreaRenderer2Test,7,349,3,3,2,85,3,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYDotRendererTest,2,274,2,2,0,70,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYDifferenceRendererTest,2,362,3,3,0,89,3,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,DeviationRendererTest,2,105,2,2,0,30,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYShapeRendererTest,2,447,2,2,0,79,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,XYStepRendererTest,8,293,2,2,4,78,2,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,GradientXYBarPainterTest,0,146,0,0,0,33,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,CandlestickRendererTest,2,384,2,2,0,97,2,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,StackedXYAreaRenderer2Test,6,210,3,3,2,61,3,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,StandardXYItemRendererTest,2,491,2,2,0,125,2,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,HighLowRendererTest,2,260,2,2,0,66,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.renderer.xy,StackedXYAreaRendererTest,8,352,2,2,4,95,2,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,DomainOrderTest,0,79,0,0,0,25,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,DefaultKeyedValueTest,10,170,2,2,2,34,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,ComparableObjectSeriesTest.MyComparableObjectSeries,0,19,0,0,0,7,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,KeyedObjectTest,8,178,8,8,0,37,8,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,KeyedObjects2DTest,96,541,2,2,36,163,2,12,0,12
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,ComparableObjectItemTest,8,185,4,4,2,45,4,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,ComparableObjectSeriesTest,6,328,2,2,2,76,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,KeyedObjectsTest,59,566,8,8,22,151,8,11,0,11
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,DefaultKeyedValues2DTest,44,654,2,2,16,144,2,15,0,15
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,KeyToGroupMapTest,12,385,2,2,4,94,2,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,DataUtilsTest,0,724,0,0,0,133,0,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,DefaultKeyedValuesTest,49,1146,2,2,20,234,2,19,0,19
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,RangeTypeTest,0,79,0,0,0,25,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data,RangeTest,36,722,0,0,15,159,0,14,0,14
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.function,LineFunction2DTest,0,88,0,0,0,21,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.function,NormalDistributionFunction2DTest,0,88,0,0,0,28,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.function,PolynomialFunction2DTest,6,235,0,0,2,42,0,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.function,PowerFunction2DTest,0,91,0,0,0,21,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYBarDatasetTest,2,384,2,2,0,50,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,VectorSeriesCollectionTest,2,217,2,2,0,55,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XIntervalSeriesCollectionTest,18,203,2,2,8,58,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,YIntervalSeriesCollectionTest,18,203,2,2,8,58,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,IntervalXYDelegateTest,2,169,2,2,0,44,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,DefaultIntervalXYDatasetTest,23,1103,6,6,7,164,6,18,0,18
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,YIntervalTest,0,113,0,0,0,24,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,DefaultXYZDatasetTest,47,664,4,4,6,93,4,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,VectorDataItemTest,2,203,2,2,0,39,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,TableXYDatasetTest,2,452,2,2,0,107,2,14,0,14
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XIntervalDataItemTest,2,202,2,2,0,38,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYCoordinateTest,0,116,0,0,0,28,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,YIntervalDataItemTest,2,202,2,2,0,39,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XIntervalSeriesTest,2,688,2,2,0,136,2,15,0,15
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,DefaultHighLowDatasetTest,2,684,2,2,0,96,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYSeriesTest,23,2140,4,4,5,448,4,38,0,38
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYSeriesCollectionTest,66,987,0,0,30,239,0,19,0,19
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,DefaultWindDatasetTest,14,290,4,4,4,62,4,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,CategoryTableXYDatasetTest,4,383,4,4,0,82,4,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,YIntervalSeriesTest,2,628,2,2,0,124,2,13,0,13
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYIntervalSeriesCollectionTest,18,241,2,2,8,63,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,DefaultXYDatasetTest,38,532,4,4,6,87,4,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,OHLCDataItemTest,0,76,0,0,0,17,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,DefaultOHLCDatasetTest,4,297,4,4,0,56,4,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYDataItemTest,2,87,2,2,0,20,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,MatrixSeriesCollectionTest,2,158,2,2,0,38,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,VectorTest,0,116,0,0,0,28,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,YWithXIntervalTest,0,113,0,0,0,24,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,VectorSeriesTest,2,626,2,2,0,124,2,13,0,13
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,MatrixSeriesTest,2,363,2,2,0,70,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYIntervalTest,0,185,0,0,0,32,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,DefaultTableXYDatasetTest,12,368,2,2,4,84,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYIntervalSeriesTest,2,747,2,2,0,133,2,14,0,14
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.xy,XYIntervalDataItemTest,2,294,2,2,0,54,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,DefaultBoxAndWhiskerCategoryDatasetTest,10,869,2,2,4,150,2,10,0,10
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,MeanAndStandardDeviationTest,0,88,0,0,0,22,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,BoxAndWhiskerItemTest,0,137,0,0,0,19,0,3,0,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,BoxAndWhiskerCalculatorTest,12,253,0,0,6,65,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,HistogramBinTest,2,74,2,2,0,21,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,SimpleHistogramBinTest,2,338,2,2,0,73,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,DefaultBoxAndWhiskerXYDatasetTest,2,451,2,2,0,77,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,DefaultMultiValueCategoryDatasetTest,42,397,12,12,10,109,12,9,0,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,SimpleHistogramDatasetTest,2,163,2,2,0,38,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,DefaultStatisticalCategoryDatasetTest,11,558,2,2,4,122,2,12,0,12
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,HistogramDatasetTest,4,894,4,4,0,109,4,12,0,12
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,StatisticsTest,47,1266,0,0,20,247,0,13,0,13
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.data.statistics,RegressionTest,0,539,0,8,0,103,0,15,0,11
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,BlockBorderTest,0,138,0,0,0,29,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,AbstractBlockTest,6,284,2,2,2,60,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,EmptyBlockTest,6,110,2,2,2,26,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,ColumnArrangementTest,0,148,0,0,0,40,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,RectangleConstraintTest,0,272,0,0,0,52,0,2,0,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,GridArrangementTest,0,589,0,0,0,131,0,20,0,20
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,BorderArrangementTest,0,2724,0,0,0,500,0,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,ColorBlockTest,6,194,2,2,2,40,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,FlowArrangementTest,0,148,0,0,0,40,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,BlockContainerTest,2,122,2,2,0,26,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,LabelBlockTest,2,253,2,2,0,56,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.block,LineBorderTest,0,204,0,0,0,35,0,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,DialValueIndicatorTest,2,378,2,2,0,89,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,DialPlotTest,2,489,2,2,0,141,2,11,0,11
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,DialBackgroundTest,4,231,4,4,0,58,4,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,DialCapTest,4,291,4,4,0,67,4,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,ArcDialFrameTest,2,244,2,2,0,62,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,StandardDialScaleTest,4,625,4,4,0,132,4,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,StandardDialFrameTest,2,202,2,2,0,50,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,AbstractDialLayerTest,2,99,2,2,0,27,2,4,0,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,MyDialLayerChangeListener,1,3,0,0,1,2,1,1,1,1
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,StandardDialRangeTest,2,166,2,2,0,44,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,DialTextAnnotationTest,2,214,2,2,0,56,2,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.plot.dial,DialPointerTest,2,230,2,2,0,63,2,8,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYPolygonAnnotationTest,2,660,2,2,0,71,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,CategoryLineAnnotationTest,2,242,2,2,0,60,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYTextAnnotationTest,4,351,3,3,0,79,3,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYBoxAnnotationTest,5,445,2,2,2,88,2,7,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,CategoryPointerAnnotationTest,2,284,2,2,0,78,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYImageAnnotationTest,3,0,0,0,1,0,1,0,1,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,CategoryTextAnnotationTest,2,150,2,2,0,44,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYPointerAnnotationTest,2,286,2,2,0,77,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYDrawableAnnotationTest.TestDrawable,8,11,2,2,4,5,4,2,2,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYShapeAnnotationTest,2,390,2,2,0,80,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYTitleAnnotationTest,5,284,2,2,2,62,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,TextAnnotationTest,6,254,0,0,2,67,0,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYLineAnnotationTest,2,351,2,2,0,67,2,6,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/test/java",org.jfree.chart.annotations,XYDrawableAnnotationTest,2,288,2,2,0,62,2,6,0,6
