GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Rotation,0,3886,3,187,0,509,3,125,0,33
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Segment,0,21,0,0,0,8,0,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,SubPlane,0,182,1,11,0,36,1,8,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet,57,921,16,78,18,130,18,49,4,16
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor,192,0,14,0,35,0,10,0,3,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.FacetsContributionVisitor,9,94,2,6,3,24,2,7,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,FieldVector3D,0,2047,0,72,0,259,0,118,0,82
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D,0,8,0,0,0,4,0,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,PolyhedronsSet.TranslationTransform,0,60,0,2,0,15,0,5,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,CardanEulerSingularityException,0,10,0,2,0,2,0,2,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,SubLine,6,154,0,14,2,28,1,13,1,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,RotationConvention,0,24,0,0,0,5,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,OutlineExtractor.BoundaryProjector,329,0,34,0,67,0,23,0,6,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,RotationOrder,0,124,0,0,0,34,0,6,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Euclidean3D.LazyHolder,0,6,0,0,0,1,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Vector3DFormat,15,93,1,3,5,19,2,9,1,8
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,SphericalCoordinates.DataTransferObject,0,25,0,0,0,6,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.euclidean.threed,Plane,106,580,3,19,26,96,11,37,8,29
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.primes,Primes,0,121,0,26,0,30,0,16,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.primes,PollardRho,215,0,22,0,60,0,14,0,3,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.primes,SmallPrimes,12,2252,4,30,4,78,4,18,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.Node,0,736,3,107,0,201,3,71,0,15
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.partitioning.utilities,AVLTree.Skew,0,34,0,0,0,7,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.partitioning.utilities,OrderedTuple,589,0,94,0,128,0,59,0,12,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.partitioning.utilities,AVLTree,20,137,9,27,4,41,9,18,1,8
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathIllegalStateException,19,27,0,0,5,8,2,4,2,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NonMonotonicSequenceException,0,68,0,6,0,19,0,9,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathParseException,18,23,0,0,4,4,1,1,1,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,TooManyIterationsException,0,10,0,0,0,3,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NumberIsTooSmallException,0,34,0,2,0,11,0,5,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,OutOfRangeException,0,34,0,0,0,8,0,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NumberIsTooLargeException,0,34,0,2,0,11,0,5,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,ZeroException,0,12,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,ConvergenceException,0,14,0,0,0,5,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,TooManyEvaluationsException,0,10,0,0,0,3,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathInternalError,29,0,0,0,7,0,3,0,3,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,DimensionMismatchException,0,25,0,0,0,6,0,3,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MaxCountExceededException,0,30,0,0,0,7,0,3,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathUnsupportedOperationException,11,20,0,0,3,6,3,2,3,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NoDataException,0,10,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NotANumberException,0,8,0,0,0,2,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,InsufficientDataException,0,11,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MultiDimensionMismatchException,16,36,0,0,4,6,3,3,3,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NoBracketingException,12,52,0,0,4,8,4,2,4,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathIllegalNumberException,0,24,0,0,0,6,0,3,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathRuntimeException,25,0,0,0,7,0,4,0,4,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathIllegalArgumentException,4,21,0,0,1,6,1,3,1,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NotFiniteNumberException,0,12,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NotStrictlyPositiveException,0,13,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,MathArithmeticException,4,36,0,0,1,10,1,4,1,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NotPositiveException,0,13,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.exception,NullArgumentException,0,11,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.optim.nonlinear.vector.jacobian,AbstractLeastSquaresOptimizer,8,200,2,12,2,42,2,18,0,13
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.optim.nonlinear.vector.jacobian,GaussNewtonOptimizer,8,249,3,23,2,57,3,14,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.optim.nonlinear.vector.jacobian,LevenbergMarquardtOptimizer,80,2081,19,187,14,371,18,97,0,12
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.distribution.fitting,MultivariateNormalMixtureExpectationMaximization,26,634,3,51,3,112,3,30,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.distribution.fitting,MultivariateNormalMixtureExpectationMaximization.DataRow,21,47,4,2,6,9,4,4,2,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,Circle,6,218,0,2,1,43,1,24,1,23
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,Edge,35,236,1,11,6,55,1,14,0,9
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,Circle.CircleTransform,0,43,0,0,0,10,0,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,S2Point,4,220,4,16,1,43,4,21,0,15
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,SubCircle,0,82,0,8,0,14,0,7,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,EdgesBuilder,7,251,1,23,1,49,1,18,0,7
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,SphericalPolygonsSet,22,735,13,69,8,157,11,45,0,15
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,Vertex,2,77,1,5,1,21,1,10,0,8
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,PropertiesComputer,10,192,3,13,3,44,3,14,0,9
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,Sphere2D,2,6,0,0,1,3,1,3,1,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.twod,Sphere2D.LazyHolder,0,6,0,0,0,1,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.complex,Complex,43,1175,14,168,10,228,16,124,3,46
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.complex,ComplexField.LazyHolder,0,6,0,0,0,1,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.complex,ComplexUtils,0,52,0,4,0,8,0,4,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.complex,ComplexField,2,8,0,0,1,4,1,4,1,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.complex,Quaternion,52,619,6,26,6,110,6,40,1,29
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.complex,ComplexFormat,139,291,17,21,38,76,18,22,5,15
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.complex,RootsOfUnity,32,204,5,19,11,46,5,13,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,SobolSequenceGenerator,41,441,6,36,12,86,6,23,0,8
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,Well19937a,7,157,0,0,2,22,1,4,1,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,StableRandomGenerator,80,170,5,19,11,33,4,10,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,EmpiricalDistribution.ArrayDataAdapter,0,66,0,4,0,14,0,5,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,EmpiricalDistribution,47,738,6,46,16,151,13,51,7,31
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,BitsStreamGenerator,86,228,13,15,16,52,9,18,2,11
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,CorrelatedRandomVectorGenerator,50,103,3,7,13,20,4,7,2,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,AbstractWell,0,241,0,8,0,39,0,11,0,7
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,RandomDataImpl,185,13,0,0,38,5,32,2,32,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,RandomDataGenerator,122,643,17,53,25,137,14,56,2,33
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,GaussianRandomGenerator,0,10,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,Well512a,15,117,0,0,4,17,2,3,2,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,Well44497a,15,161,0,2,4,22,2,4,2,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,Well44497b,7,185,0,2,2,26,1,5,1,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,UncorrelatedRandomVectorGenerator,8,70,1,3,1,16,1,4,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,Well1024a,7,130,0,0,2,20,1,4,1,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,RandomGeneratorFactory.new RandomGenerator() {...},6,59,0,2,2,17,1,12,1,11
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,Well19937c,0,180,0,0,0,26,0,5,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,EmpiricalDistribution.StreamDataAdapter,0,77,0,4,0,22,0,5,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,AbstractRandomGenerator,35,169,5,17,7,39,5,17,1,10
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,ISAACRandom,30,992,1,19,5,124,2,21,1,12
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,JDKRandomGenerator,5,14,0,0,2,7,1,3,1,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,RandomGeneratorFactory,29,5,2,0,5,1,2,1,1,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,EmpiricalDistribution.DataAdapter,0,6,0,0,0,1,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,SynchronizedRandomGenerator,15,40,0,0,6,12,3,9,3,9
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,UniformRandomGenerator,0,20,0,0,0,5,0,3,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,ValueServer,33,352,2,23,6,80,3,38,1,25
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,UnitSphereRandomVectorGenerator,0,66,0,4,0,16,0,5,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,MersenneTwister,8,482,1,27,2,74,1,22,0,9
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,RandomAdaptor,22,53,4,2,7,16,5,12,3,11
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.random,HaltonSequenceGenerator,0,493,0,16,0,39,0,15,0,7
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},27,33,2,2,4,6,2,3,1,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},40,0,2,0,7,0,4,0,3,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},27,33,2,2,4,6,2,3,1,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new MultivariateDifferentiableFunction() {...},32,127,3,11,4,23,4,6,1,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,24,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},21,27,2,2,4,6,2,3,1,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,33,0,2,0,6,0,3,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateDifferentiableFunction() {...},27,67,2,3,3,13,3,3,1,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},40,0,2,0,7,0,4,0,3,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableMultivariateVectorFunction() {...},0,18,0,0,0,4,0,3,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new MultivariateFunction() {...},0,45,0,2,0,6,0,3,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,16,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils,15,145,0,6,3,28,3,21,3,18
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableMultivariateFunction() {...},8,18,0,0,1,4,1,3,1,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,27,0,2,0,6,0,3,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},0,18,0,0,0,4,0,3,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new DifferentiableUnivariateFunction() {...},34,0,2,0,7,0,4,0,3,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new MultivariateDifferentiableVectorFunction() {...},27,152,3,13,3,27,3,8,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,33,0,2,0,6,0,3,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis,FunctionUtils.new UnivariateFunction() {...},0,16,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,DSCompiler,6,3638,1,295,1,597,1,196,0,49
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,DerivativeStructure,0,1750,2,68,0,308,2,116,0,83
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,SparseGradient.new Field() {...},0,14,0,0,0,5,0,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator,0,248,0,14,0,43,0,15,0,8
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,DerivativeStructure.new Field() {...},0,34,0,0,0,5,0,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,SparseGradient,23,1801,6,106,4,252,6,125,0,75
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableMatrixFunction() {...},0,156,0,14,0,19,0,10,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableVectorFunction() {...},0,120,0,10,0,17,0,8,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,JacobianFunction,0,82,0,6,0,15,0,5,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,DerivativeStructure.DataTransferObject,0,22,0,0,0,6,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,FiniteDifferencesDifferentiator.new UnivariateDifferentiableFunction() {...},0,82,0,4,0,10,0,5,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.analysis.differentiation,GradientFunction,0,68,0,4,0,14,0,4,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,Sphere1D.LazyHolder,0,6,0,0,0,1,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,ArcsSet.SubArcsIterator,4,176,2,24,1,42,2,16,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,Sphere1D.NoSubSpaceException,0,11,0,0,0,2,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,ArcsSet.InconsistentStateAt2PiWrapping,0,6,0,0,0,2,0,1,0,1
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,ArcsSet.Split,0,32,0,6,0,13,0,7,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,SubLimitAngle,0,38,0,2,0,9,0,6,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,ArcsSet,116,1061,15,111,18,228,13,80,1,29
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,LimitAngle,5,74,1,5,1,15,2,12,1,10
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,Sphere1D,0,10,0,0,0,4,0,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,Arc,3,132,0,16,1,24,1,14,1,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.geometry.spherical.oned,S1Point,4,88,2,8,1,25,2,14,0,11
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.optim.nonlinear.scalar,ObjectiveFunctionGradient,0,9,0,0,0,4,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.NoBoundsMapper,0,4,0,0,0,2,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.optim.nonlinear.scalar,MultivariateFunctionMappingAdapter.LowerBoundMapper,0,18,0,0,0,5,0,3,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/main/java",org.apache.commons.math3.optim.nonlinear.scalar,LineSearch,0,88,0,0,0,19,0,2,0,2
